verb,beauty,life,sacred,good,love,magnitude,spin_magnitude,polarity
win,-0.7666662458237589,-0.9884581848241741,-0.9818154657292407,-0.746876806058735,-0.875880157141169,1.9631045151694444,1.2333875876343567,-4.3596968595770775
roam,0.39426021098939623,-0.5379030128966975,-1.0027928759089908,-0.8972470244827025,-0.41542523737959747,1.558205592347021,1.8828981030178438,-2.459107939678592
gain,-0.9704194701196726,-0.5389733759404721,-0.9447783016236693,-0.7560148216867699,-1.0064434997364238,1.9259541053593932,1.4251110538123306,-4.216629469107008
drip,-0.9708699862146893,-0.9659190000776233,-1.0373893301055674,-0.977955140065873,-1.0066251943304145,2.2184353055481134,2.0028444305879614,-4.958758650794167
face,-0.9487485096728903,-1.00477529367002,-0.6110751732924533,-0.8827925703736261,-1.1068720907163685,2.070651718735989,0.8198087893889952,-4.5542636377253585
nod,-0.9284344646621543,-0.9669405076562231,-0.9459496050619608,-0.9227055772691087,-1.1525921321172294,2.2071790505479876,0.8173581927693848,-4.9166222867666765
finish,-0.896628124130427,-0.9803103751056542,-0.8776044302389484,-0.8414066611406563,-0.815260075593671,1.97680401678197,1.9082046675805902,-4.411209666209357
stick,-0.958365788708452,-0.9365427184098116,-0.9941041467429581,-0.9436943648387491,-1.0166298510142016,2.169773170436561,0.642068705956101,-4.849336869714173
flush,-0.926035807083679,-1.0587484386985229,-0.9875816068622724,-0.9763453663546969,-0.8370024885741967,2.1465394109920353,0.7453843054462853,-4.785713707573368
like,-0.8933544522698499,-0.8671056797628467,-1.0008610805411542,-0.6184078987100616,-0.9839142754180512,1.9753969146396329,1.7301535618757562,-4.3636433867019635
mark,-1.050727612632457,-1.0863167433877379,-0.9131100509698945,-0.7778577802668225,-0.9539559413052389,2.1524351819203007,0.3742766532582325,-4.781968128562151
build,-0.8306003456620419,-0.9676504106225615,-1.0152620973072837,-0.9717738897832853,-1.0793669961606276,2.1832038344795137,1.5537488671864579,-4.8646537395358
crease,0.40411121106399883,-1.1352928901997816,-1.010043435113324,-0.8218393813073982,-0.9891274283252719,2.0312992385156847,3.117045319752632,-3.552191923881777
steal,-0.881979983437662,-0.9054493512843518,-0.9770863241276696,-0.8329423848945922,-0.9927610842465544,2.0571321033593244,0.3961897516555246,-4.59021912799083
remove,-0.9836926590713472,-0.7970127500211928,-0.9315367725459532,-0.9722478477819466,-1.009313812036975,2.1058541208967374,0.5005471905855093,-4.693803841457415
wash,-0.7222368776131369,-0.9497549535383017,-0.8928959267115602,-0.9357838601229165,-0.8312581953518323,1.9461771078961807,0.9660617232394552,-4.331929813337748
frame,2.18005024414279,-1.0146613634137398,-0.9770550767825934,-0.6533863126699959,-0.873098934731426,2.8153168198041145,3.349487017146762,-1.338151443454965
cost,-0.7043031379949066,-1.0007474170621014,-0.9140633709769206,-0.4365045488260848,-1.0012895900534968,1.8778091525506513,6.026824296961383,-4.05690806491351
cloud,-0.9341377529964316,-1.1254928636503343,-0.8901886940560221,-0.6344255053400221,-1.0668810848064192,2.114832005070351,2.9144560896083336,-4.651125900849229
suffer,-1.0289217328944376,-0.9913877043621988,-0.816880468691846,-0.9064605304009072,-0.7176217420596425,2.0113365881335383,0.4330688172006745,-4.461272178409033
whip,-0.7736901545476912,-0.7759600256204706,-0.7805945582247307,-0.6353111866257941,-1.0108239874399547,1.7987283614739882,1.4391840153605189,-3.9763799124586416
sing,-0.6387642645795315,-0.9908211142202836,-0.9132715088351915,-0.8163941593996549,-0.8639775804554078,1.9070311476140371,0.54637976230564,-4.223228627490069
come,-0.958520253837464,-1.0020355308710036,-0.9364062411224872,-0.5948193323047845,-0.9753262516835429,2.0260217831662857,0.40309928035773784,-4.467107609819282
snap,-0.9294383570379844,-0.974355375990713,-1.0515507544583083,-0.7610750790295779,-1.0063546888126225,2.123903972187146,0.3208924129737467,-4.722774255329206
fire,-0.9291749236719034,-0.9730381050242989,-0.8398066058376643,-0.822507063314472,-0.989970517348694,2.0425483647249045,1.2301256056404182,-4.554497215197032
tap,-0.9595678380974646,-0.8843508960113428,-1.06875441623665,-0.8759158719405232,-0.9705087969509822,2.1340569076500793,0.7029399802393249,-4.759097819236963
tear,-0.7947316267217402,-0.9759975139525396,-0.8688152508699106,-0.7488450207369752,-1.0142230662615521,1.9820259178721686,0.5265641215564754,-4.402612478542718
teach,-0.8618401409465086,-0.9610557491045355,-0.8803231394564907,-0.7965907830688042,-0.8209224581885409,1.9364493201022839,5.179653988468957,-4.32073227076488
attract,-0.9827731891655648,-0.9889325327352149,-0.8652941145402431,-0.9120823567819212,-0.9991826148178866,2.1266933779014545,1.436758376000624,-4.7482648080408305
fight,-0.8224459681744078,-0.9519442357732144,-0.7620419500431732,-0.7004129629534706,-0.9655551658815987,1.893726017471295,0.7290918823489698,-4.202400282825865
trail,-0.268800794484952,-0.4280665878292137,-0.9596571775514599,-0.693595663335582,-0.9771824935282456,1.616291229640725,1.0400785236694432,-3.327302716729453
enjoy,-0.8946780634467791,-1.0239746311447993,-0.9518331913678342,-0.7337471768679138,-1.0048134726478173,2.074366009412679,1.6998054522041532,-4.6090465354751435
release,-0.9381290017602464,-1.0163999906171772,-0.9979460452121601,-0.7711195688840766,-1.0034983400769666,2.1238374660218367,0.49137264144650833,-4.727092946550627
return,-0.9326644300778221,-0.9498850055759012,-1.0144801109867598,-0.8863379437948661,-0.589629903865558,1.9835757441249995,0.49095366708372956,-4.372997394300907
hang,-0.9766699732491669,-0.9522504243735719,-0.6956634051744814,-0.7833024516138137,-0.8704993508910384,1.9276785342144216,0.5154296375958715,-4.278385605302073
marry,-0.7571520066909436,-0.6610822422803895,-1.006770243325129,-0.9206841424747737,-0.6878982975766789,1.82886811256387,1.9803191247692193,-4.033586932347915
hurt,-0.27400546960110894,-0.7428453131791657,-0.9514697292144744,-0.8144177825484774,-1.0070078260267,1.7915172029610102,1.5016622727212083,-3.7897461205699265
invade,-0.7899635441526556,-0.9795756400091814,-0.7828687611317389,-0.9138912456617524,-1.0119424798191996,2.0138816062781313,1.306825663980323,-4.478241670774527
litter,-0.9270887594218205,-0.9302212484217534,-0.7194940364396165,-1.0336253928588217,-0.6383166358397054,1.9282910536757827,1.1092265970645405,-4.248746072981717
swing,-0.8933701654931803,-0.9802023879367918,-0.9871862549426232,-0.8609206217783822,-1.0014993132382821,2.116040847261217,0.7357881203569117,-4.723178743389259
understand,-0.8685860818351174,-0.9924709322257548,-0.694658413848189,-0.8439102979073674,-1.0450056134257946,2.0065422915568822,2.1257980585596594,-4.444631339242223
kiss,-0.7224940665255525,-0.6172304977328809,-0.9573830920519141,-0.9100692078227306,-0.9507444296700792,1.8845939833340415,0.7484187456375998,-4.157921293803157
live,-0.9712511540284826,-1.0481641121214198,-0.8725718618777407,-0.9502907415481037,-1.0160290649921822,2.1768615065416226,0.602631612869978,-4.858306934567929
stretch,-0.770495551825214,-0.9786000928717569,-0.9722460114596926,-0.8966612321563541,-0.9040835804980101,2.0292738429617097,0.7487946287052256,-4.522086468811027
ring,-1.0425539732466578,-1.0571535590437076,-0.8808121279360063,-0.6298411734431523,-0.9498541573738836,2.068633670637463,1.198557156919693,-4.5602149910434076
skim,-0.2640697565923211,-1.044215611291577,-1.1278103063554532,-0.852712420708433,-0.8744542833235132,1.9808745372654537,0.7485212331979045,-4.163262378271297
force,-0.7961710871447161,-0.9491400386798868,-0.9767685144401786,-0.8559728681509056,-0.9156738015263999,2.014939206438851,0.34521157218355614,-4.493726309942087
walk,-0.9731233292805467,-0.953245176476323,-0.7245088592639872,-0.8328030329345038,-0.9493227934376519,1.9938237448236518,2.544260739624983,-4.433003191393013
notice,-0.8644107880011271,-0.9185192787696375,-0.9808059094572781,-0.7973328072754322,-0.5248448818006368,1.8612000600205743,0.7561409237993182,-4.085913665304112
point,-0.9556988489685744,-0.9760911139352768,-0.9829162506984017,-0.865482138285937,-0.941904551177244,2.11387843163477,0.39240945088076856,-4.722092903065434
gather,-0.9008494259325213,-0.9524534461257554,-0.9887267117460674,-0.7321963130648406,-0.9994256206157387,2.0569980014012827,0.44830161659839707,-4.573651517484923
tilt,-0.9547592828855599,-0.9593537265628058,-0.9642952402420341,-0.9166818963614553,-0.8229505328881211,2.0686574027560027,0.7266028843369434,-4.618040678939976
prick,-1.4920895879297458,-1.0013345026084899,-1.0312431346721727,-0.9633752725418324,-1.0365229534602984,2.508971158886875,0.44103087794047724,-5.52456545121254
climb,-0.9254223466066367,-1.0080572102463423,-0.8073121011825459,-0.9260605061439509,-1.013081516577335,2.0995858895778885,0.6796023823879257,-4.679933680756811
cock,-0.9267237535772879,-0.9564582450256326,-1.0002056806230453,-0.928335888658051,-1.0015381726663417,2.1538168276227365,0.5529922971316766,-4.813261740550358
tease,-0.5352171580567305,-0.6511797956788914,-0.9442994066314335,-1.105297561433737,-0.9509053244407114,1.930828199841784,1.418900061007331,-4.186899246241504
rake,-0.12361748416224316,-0.17575813051451672,-1.04301968093249,-1.005455670786247,-1.0904718319840272,1.825960618390193,1.1619893423346157,-3.4383227983795246
creep,-0.1818077390510957,-1.0154507265915904,-0.9894726944558226,-0.9797974057224897,-0.9961513265692619,1.9988924100296512,0.3541096798380403,-4.16267989239026
wipe,-0.7639366914166146,-0.9863524866965272,-1.0214857827167032,-0.9720778427899089,-1.2323188900151079,2.2502152963502167,0.7697725093559918,-4.9761716936348614
replace,-0.7571751019463113,-0.9377504191389445,-0.660970862262485,-0.909903108680736,-1.0775082070252517,1.9693958636486282,0.5240090742578254,-4.343307699053728
drink,-0.976887443215251,-0.9932856966237184,-0.9232978086719208,-0.7159896816819472,-1.31963250424291,2.2466587559878106,1.2283647356262881,-4.929093134435748
check,-0.8510306602600557,-1.0129490057201702,-0.9590168478208483,-0.8157927698313223,-0.7413268707983189,1.9710696486864872,0.9160627795422082,-4.3801161544307154
announce,-0.9608331250937207,-0.5991905561160041,-0.9120316571043882,-0.8071872260856097,-0.9816467140453551,1.9311169952978955,0.7385125877359733,-4.260889278445077
capture,-0.9697195428952605,-0.8300240422827021,-0.6901014492374424,-0.7367047692635306,-0.1695102337191261,1.636155111617194,2.160030889878591,-3.396060037398062
surround,-0.4459424442151383,-1.0026554190232853,-0.9533937241234021,-0.7174504279369611,-0.9205534102716143,1.864214538017781,0.6764350813133416,-4.0399954255704005
glow,-0.8070688896502325,-1.082123701652501,-0.2506181693231291,-0.6672018626976788,-0.8967329990876736,1.7704377318488986,0.5263142062564999,-3.703745622411215
support,-0.7776818471792681,-0.4082030873967394,-0.9230894028181058,-0.6308055067105924,-0.9380410574935218,1.7033348098443382,1.175197210243822,-3.6778209015982277
shout,-0.9859615004264609,-0.9707790460557905,-0.868522653622469,-0.8165168297292155,-1.0630302010372765,2.1131958210227477,0.918182663456795,-4.704810230871212
continue,-0.9761343693814705,-1.0237337879941146,-1.4680593896405791,-0.539430896433505,-0.5560810277577147,2.180889577383399,0.972509483435575,-4.563439471207384
ruffle,0.1805374043054082,-1.1835422606552437,-0.9790437548813837,-0.9250374719760815,-0.9986251278846914,2.060300750299605,2.03702109811738,-3.905711211091992
sell,-0.8098117526339027,-0.972047501684026,-0.9678692627699909,-0.5431256196664678,-1.4639715908612756,2.2306143968951813,2.0288043071179893,-4.756825727615663
fit,-0.7341301710402188,-1.0910106774200206,-0.995415819160721,-0.814508888933692,-0.9915845996613794,2.0896815086871627,0.6280497785172728,-4.626650156216032
encircle,-0.8594834543024545,-0.9088579350065629,-1.0007704584341195,-0.7767760091819589,-0.9384902697847652,2.01256578020194,0.7641694803939465,-4.484378126709861
occupy,-0.9788480763465944,-1.0892429651648226,-0.8311033021403421,-0.8026452368662532,-1.0341443953519829,2.1328432898970955,0.8948166311655474,-4.7359839758699955
lie,-0.6717324791508932,-0.9476652238684907,-4.857097511708915,-0.8396003132052727,-0.9590632753963119,5.154165421333812,1.77952700529147,-8.275158803329884
shift,-0.9065400422900707,-0.48121117969178984,-0.9594269036943582,-0.8614802208921796,-0.9946926111335309,1.924952101456104,1.2191902083129198,-4.203350957701929
click,-1.0100737839773999,-0.9744223821995697,-0.17103587453049274,-0.9768661193120893,-0.11524660012481103,1.7223676995016213,1.616830033219454,-3.2476447601443628
explore,-0.4914334381397588,-0.9372017536681805,-0.7876489374483511,-0.19589666384821014,-0.3312017381786716,1.3741597047445124,2.153464035848284,-2.7433825312831717
tighten,-1.0110633843107297,-0.9775861975953585,-0.9681112706106476,-0.8221799030515,-0.9845571383776792,2.1355317662864204,1.1247359568658721,-4.763497893945916
pound,-1.048086616459727,-1.0117024443494054,-1.0224631199323337,-0.8296660334612853,-0.8522467306956251,2.1405906755349293,0.7729672348716736,-4.7641649448983765
hug,-0.6497628053094883,-1.4618434387261319,-0.7422596638387031,-0.7166342289873202,-0.6391064509199611,2.0080211714112983,1.4404475603213798,-4.209606587781605
clasp,-0.9328276555699457,-0.9410839792680419,-0.9942820727417054,-0.9580759169459516,-0.6591098296300915,2.0240401580387357,0.46862491816595225,-4.485379454155736
deserve,-0.9599793497208055,-0.9983928140886615,-1.2780263557659386,-0.5890206406281746,-1.0282219523490275,2.226181849608224,2.7587350951314957,-4.853641112552608
poke,-0.9177881832601483,-0.9671896983293341,-1.0288320673766542,-0.8892106201650073,-0.9450516344089582,2.12605376306954,0.8311475947267187,-4.748072203540102
slap,-0.7766554669749681,-0.9675691847342357,-1.0210953269733787,-0.9427230450540928,-0.9822783132670065,2.1060904379411123,1.4200404971337723,-4.690321337003683
paint,-0.6108851269429341,-0.925939787827682,-0.9146692574213567,-0.8188041072583344,-0.9919137857241694,1.9291184784369686,0.6380870627602124,-4.262212065174476
wrap,-0.9444196206389186,-1.0228306145467012,-0.9786705887684263,-0.9246610740955536,-1.0125889886389763,2.185461408737873,0.4846211284421908,-4.883170886688576
dot,-0.5065455450935665,-0.9159889564972418,-0.8394581919500008,-0.8474961139865613,-1.008078203714741,1.8801025349001768,0.481932102027734,-4.117567011242111
permeate,-0.7038819811994653,-2.7917865261667876,-0.766894843409242,-1.1170116063162239,-1.1282825389042548,3.376149577289604,3.4669680656103266,-6.507857495995974
register,-0.9727796070697207,-0.9853685821064792,-0.8439761825029557,-0.5517696756641804,-1.1836355459098868,2.0820639000015024,1.4831515179958414,-4.537529593253223
streak,-1.2334084788718445,-0.9992180098016629,-0.9407233736918168,-0.7642267621148858,-1.002094984744435,2.2344866244973627,1.5127590800600994,-4.939671609224645
toss,-0.9267772719736841,-0.9135205719406825,-0.9918076983109604,-0.9556644379326413,-0.999683899332878,2.142377388358363,0.5471208831941624,-4.787453879490846
darken,-0.9061192277807284,-1.0222613617817782,-0.9909111590308483,-0.8730630229399291,-0.9980485133696114,2.146232780688534,0.46484269318827387,-4.7904032849028955
fly,-0.7557976283215684,-0.9865715261330573,-0.9907511136921834,-0.918517562379561,-0.9884618090915369,2.08491545652756,0.48443821949505594,-4.640099639617907
survive,-0.9852916725193006,-0.9931664301487106,-0.9229873859640177,-0.8803708013079495,-0.9367876059988867,2.1122757204275278,2.2564128082376156,-4.718603895938865
demand,-0.9564665885910535,-0.9766158398997796,-0.9867733492404006,-0.4284836212517096,-0.959197054115973,1.9864505226435962,0.8079325529584233,-4.307536453098916
sound,-0.4431305484223458,-1.030127279829786,-0.9379277638353564,-0.9449812777426765,-1.0807907109158426,2.04898354357812,1.247780966501626,-4.436957580746007
spill,-0.8321133189363927,-1.0175317407501336,-0.6824981006562492,-0.981405099385761,-1.0774712273730365,2.0779045433565653,1.00266125876521,-4.591019487101573
shut,-0.8901198427697347,-1.0509596498888323,-1.1628486134161646,-0.9356389505957226,-1.0199140539895597,2.2725957276445046,0.8976929139263228,-5.059481110660014
blur,-0.6727098447255119,-0.9071537874755271,-0.9649427664167302,-0.5362856735341777,-0.9955927926603244,1.8669194959121773,4.3135957724118725,-4.076684864812272
remember,-0.8607917767319366,-0.9936678530574491,-0.9738041609402387,-0.8258765543449227,-0.9399948625064899,2.059683289612479,0.6442438281821973,-4.594135207581037
dominate,-0.2035666927597639,-0.8945671064932639,-0.9954993581038607,-0.7691162542528515,-0.9576494665965761,1.827933530474979,1.2280479999506433,-3.820398878206316
knock,-0.8840307116891785,-0.9908469675296244,-1.741098556374216,-0.6966258908544005,-0.7083508396519949,2.404529213614399,0.9428248824624137,-5.020952966099415
echo,-0.7886231876420358,-1.0665140160516233,-0.8630352822824034,-0.5974258496395187,-0.678080076614243,1.8223388304879513,0.895999344031182,-3.993678412229824
crack,-0.7266521229441871,-1.0249872825792026,-0.9938567782356408,-0.9344277675962126,-0.9417290888921421,2.07999578427308,0.5536273720626848,-4.621653040247385
rock,-0.7232122884317296,-1.6210211137076507,-0.991164918177563,-0.6519790984492134,-1.0079499487421553,2.3609729359386034,0.925928304402527,-4.995327367508312
narrow,-0.8073641101492663,-0.8619951615102381,-1.00533474141709,-0.9810954097236811,-0.9991705454602837,2.0896077117537213,0.6249158296882813,-4.65495996826056
scrap,-0.45251014709273707,-1.008190035912292,-1.0151917761202187,-0.7387322220790558,-1.0144440632338803,1.9561822454477924,1.7522165207352356,-4.229068244438183
study,0.2618559687481168,-0.9703129272838444,-1.0609103737573067,-0.7979252907485227,-1.0228356656971136,1.9540941929720783,0.5913081237346386,-3.5901282887386707
lock,-0.8776178359781124,-0.6981516470005984,-1.0585419922821795,-0.9790900820763081,-0.7892842376774013,1.9899062626986899,0.5333508390691799,-4.4026857950146
claim,-0.8385004181310898,-0.942733341928189,-0.8935576406849349,-0.20903160085839434,-0.5948947109246351,1.6696910761152972,0.7570470329392913,-3.4787177125272435
soak,-0.9464722265267036,-1.0473244382878009,-0.9428605408547894,-0.9521404725595058,-1.015041422292792,2.1951229401968066,0.5819957077263719,-4.9038391005215916
jerk,-0.9467575427309507,-0.9899276346462099,-1.010084380783146,-0.766034086344914,-0.9154536309775166,2.0788074934366736,0.2616765008499888,-4.628257275482738
seize,-0.888440890317338,-0.9731807760153024,-0.919550262260146,-0.943810377189102,-1.0821504855001949,2.1549497498954486,1.3202574609975601,-4.807132791282084
curl,-0.8526645522183142,-0.7859371876537404,-0.9799169950418591,-0.9677994649149165,-1.03737137309325,2.0779188118696,0.484299834087241,-4.62368957292208
coat,-0.7651948462176844,-0.8535684092492553,-1.0293773675246878,-0.9819212887856201,-1.0382604011251257,2.1013981118848912,0.998786435643159,-4.668322312902373
express,-0.9824543169766012,-0.9730604412300713,-1.3228324021590725,-0.6686513805581371,-0.8953512064647631,2.2160092786527255,1.9320250615652408,-4.842349747388645
slip,-0.9205904689439735,-0.9760935161337436,-0.9961572078475852,-0.6302531632974899,-0.8848937719999952,1.9931960726597846,0.6973238561819727,-4.4079881282227875
drown,-0.9370206006283097,-0.4307063969147088,-0.9362591626095976,-0.6289327472802224,-1.0032795615307644,1.8281748015718642,2.7973461981704455,-3.936198468963603
accept,-0.9245616103472093,-1.0006925639262836,-0.7952445043218037,-0.7603925236452558,-1.039205087774473,2.0363589086777325,2.3267341015341074,-4.520096290015025
extend,-0.9687903296881648,-0.9245242597561159,-0.9488937526970034,-0.8510915737573208,-0.8175621654774365,2.0215004143020026,0.7834247114485591,-4.510862081376041
learn,-0.8756999219479783,-0.997941681094454,-1.0595465585816612,-0.8137856067507605,-1.3938895839858114,2.343192703997348,1.6864324883850108,-5.1408633523606655
weigh,-0.9685193102564653,-1.0039479718043913,-0.9760110082109599,-0.30565168509900165,-1.005931820535031,2.0009648804383264,1.061182498809765,-4.260061795905849
last,-0.9866787205701895,-1.0029868017406882,-0.9486316729566706,-0.8845242823923853,-1.0101501325954505,2.1638405601044135,0.1889361600653777,-4.832971610255385
complete,-0.5086079026235,-1.129712618720987,-0.9305325515057838,-0.7997122663617071,-0.8849620922374848,1.9553825821529387,1.2324842325790781,-4.253527431449463
fold,-0.9710727867834231,-0.8208214919022832,-0.9623050876231319,-0.9078530788525448,-0.9855446133360882,2.0828482321386748,0.46820431862041884,-4.647597058497471
help,-0.7347411142108874,-0.6411860702356973,-0.9969177651850972,-0.6250345280229948,-0.9478929727240337,1.7983265446181722,1.0640858370567228,-3.9457724503787106
rise,-0.5536558363774832,-1.2396362091168498,-0.9747203513597823,-0.8909123560133947,-1.0104420190465748,2.1466323344754774,1.0422435477698877,-4.669366771914085
bow,-0.9430794525991191,-0.9488778089965267,-0.9980443485308446,-0.877532943361035,-1.00635451147246,2.137445658116228,0.6162789058056225,-4.773889064959985
add,-0.8620882793648625,-0.7835319898011093,-0.6489507940294067,-0.9344614497654267,-1.0786993430609098,1.9532194416780448,1.8065745457437805,-4.307731856021715
ride,-0.8483592412649972,-0.6928086015840637,-1.1386899167158708,-0.6441183250142897,-1.0166121300810007,1.986127016770586,0.6592647207441935,-4.340588214660222
perform,-0.9535032741651558,-1.0356677869200999,-0.29485940221676277,-0.9148762915200372,-0.9275237378069346,1.9406228996804298,1.0366511919490358,-4.12643049262899
waste,-0.9843372947561917,-1.0222605529799633,-0.9963769599049804,-0.8689417200131659,-1.01200907761959,2.1876758626954365,0.6014433286915352,-4.883925605273892
lack,-0.91838154845337,-0.9916762484814787,-0.8304734035838067,-0.2799774673967911,-1.0316783076163478,1.9129244723872487,0.7304351432221768,-4.052186975531795
shatter,-0.8338057322443366,-0.9928891516547056,-0.5343275728506736,-0.8004697056543417,-0.8932709025644197,1.8453323485877031,1.3920265472086801,-4.054763064968477
deliver,-0.8791144434496827,-0.9601927121485283,-0.9470752625131333,-0.7464965007431417,-0.7470287089720355,1.9253759943604507,0.6615236325006325,-4.279907627826521
possess,-0.889500144542568,-0.9760833479048096,-0.8631113780674546,-0.8931893200774207,-0.15348248295139577,1.8194104798590949,1.333469339013116,-3.7753666735436484
affect,-0.9519932168901092,-1.107885383494538,-0.9743281875574913,-0.9378872696351466,-0.9935237305636369,2.2248007683321758,0.972741371585821,-4.965617788140921
seem,-0.8011304662624716,-1.0002759877242768,-0.5599424755747067,-0.6369565330625911,-1.0052863117712327,1.8363583106763663,1.4175717331878421,-4.003591774395279
obscure,0.1275837225129428,-1.0067182766938514,-0.9830827567918267,-0.45391183013255665,-0.97333880681102,1.774721213024655,2.8710926905692693,-3.289467947916312
confirm,-0.9956505204791852,-1.0141603364270821,-0.9693644222778904,-0.7587317293436066,-0.9510994379764398,2.10707676844541,0.9906232114882164,-4.689006446504204
assume,-0.9680100203493646,-0.9817066061412126,-0.9249391211031681,-0.5176637842039066,-0.8211947631005743,1.9231849287588787,0.8617097236926288,-4.213514294898226
destroy,-0.9089934856075911,-0.9896492117726917,-0.9667565482845721,-0.602959758188575,-0.9554826503882661,2.004195725990418,0.46575343888535836,-4.423841654241696
slam,-0.9749797154268591,-1.0223732267046413,-1.027557128961328,-0.8641279710748863,-0.8339313329119951,2.1198737537556154,0.17797643129019805,-4.7229693750797095
rattle,-0.949990298059264,-1.0225816791984927,-0.99132075691441,-0.9248068126931106,-0.9554295338057834,2.167714218941331,1.4819533106878193,-4.844129080671061
race,-0.7063038566299487,-0.9332238413091021,-0.4088475388697487,-0.46006973960491515,-0.9996090681586004,1.6576521469726226,0.20116209977058258,-3.5080540445723147
handle,-0.9458025057537253,-0.9796769543680516,-1.0324316552345776,-0.9197083456062759,-1.0561645548507137,2.209427854771713,1.13806340780822,-4.933784015813345
flow,-0.7709512703615073,-0.7907113254426588,-0.9277437863712017,-0.6552117210547155,-1.018193257791831,1.8831672002841133,3.0816610932328268,-4.162811361021914
pat,-0.9285822225887835,-0.9762016393884138,-0.9995435015847297,-0.9672604883217728,-0.9008692956202053,2.135762190992371,0.42394537108338104,-4.772457147503905
rule,-0.8269500813375876,-1.0043543644350637,-0.9709948491283138,-0.8562009538932946,-0.9796964649486667,2.0804543639066977,0.43072250080778723,-4.638196713742927
shed,-0.9347641347149934,-0.46197827981404727,-0.8582156981855581,-0.9605992067570643,-0.9321785438457206,1.901433610939433,0.4092805577386265,-4.147735863317384
increase,-0.9926051959833901,-1.0023381768076125,-0.8876922848063259,-0.23963625205002992,-0.962399599688629,1.9394800878228493,1.5039265903569181,-4.084671509335988
drag,-0.9042456630091263,-0.6314476512964449,-1.1270838812559005,-0.8093898630867009,-1.00159310946949,2.035928569029313,1.2004775243287402,-4.473760168117662
die,-1.042422200976308,-0.9162856481478495,-0.9829375544283785,-0.9950284922228632,-0.9329290653132118,2.1800981655047424,0.5711979537378227,-4.869602961088612
scratch,-1.034027889951376,-0.9655985343788679,-1.0061280539358135,-0.8900543542471796,-1.2218625551339457,2.3019627983226396,0.6972906529971007,-5.117671387647183
clench,-0.8581613456951502,-1.0035237756905606,-0.9104194626271099,-0.8526665689360923,-1.0325902976511583,2.0894131860731475,0.794522492983882,-4.657361450600071
display,-0.9440476413872961,-0.9835875901439121,-0.95439369178194,-0.7990113071089985,-0.9920850603231369,2.0957551506346292,0.349691641914675,-4.673125290745284
track,-0.9062150998684314,-0.9845193196954567,-0.8164674301465176,-0.6848537943413272,-1.0506766455278957,2.0075032492264313,2.202493593919984,-4.442732289579629
develop,-0.9398657421254025,-1.0131661434613493,-0.9590642635039343,-0.741150142643149,-1.0078231101398134,2.0963464561659335,0.4636865557699742,-4.6610694018736485
end,-0.9071599841877027,-1.0367891889590313,-0.8238433671620383,-0.833056489123964,-0.944514058509704,2.0402644126839693,0.6932981521365909,-4.545363087942441
flick,-0.9028942462966563,-0.9429969897301229,-0.9715536955843365,-0.9794729865347043,-0.9930151445765292,2.1433208660274876,0.5400651055758814,-4.789933062722349
sear,-0.09947967333992402,-0.9874118763276498,-0.9225021513389964,-0.7354677274810655,-0.9659965869835758,1.8193270245824043,1.2137317061431372,-3.710858015471212
indicate,-0.9430065174039242,-1.0118575755175925,-0.8624495487199787,-0.7562347880569913,-1.035513614344421,2.0739131537376783,1.040108311066768,-4.609062044042908
rip,-0.7498605591378682,-0.9843885188311329,-0.9025482301879314,-0.9330404960048957,-0.93561833351212,2.0228324585000936,0.6851791713382193,-4.505456137673948
crowd,-0.8971140818594856,-0.9373250128673368,-1.0020516093002378,-0.48431010808794983,-0.9303772486656842,1.946190481157851,0.7003401366236993,-4.251178060780695
adorn,-0.8758944711891071,-0.9800093929030446,-1.012385232003852,-0.8743139380422067,-0.8534421298544852,2.0604178518161707,2.0952448403371955,-4.596045163992695
mar,-1.9559078632538702,-0.5016214634844399,-1.1500746684835113,-0.5365369998238404,-0.9975082498566017,2.585104652807309,2.373216412051024,-5.141649244902264
look,-0.9235288107411915,-1.2035533642941956,-0.9719302476548463,-0.8487597232472384,-2.6777754984386437,3.337209801484525,0.9071905454818726,-6.625547644376116
suck,-0.8162921239558675,-0.9742300758763965,-0.9124399861905936,-0.9425281874106864,-0.8946318626287368,2.0338951188466523,0.2936087727807205,-4.540122236062281
order,-0.9051426742215578,-0.8051081055681977,-0.9626990058053192,-0.8310470450873817,-0.6822034277974565,1.88422727030849,0.8990473849827622,-4.1862002584799125
represent,-0.8958417396987312,-0.9878106396616783,-0.9667216589834131,-0.6414265105136494,-1.014919413829643,2.038220408425185,2.4037151452195977,-4.506719962687114
clap,-0.9519900758718961,-0.9302976624905298,-0.9986554918491017,-0.96697765136372,-1.2216706177776795,2.279600077507563,0.4230098488533128,-5.069591499352927
bite,-0.8512908880449548,-0.9654114171136322,-0.9940106662646819,-0.9711296996260184,-1.061224926569498,2.171189495018303,0.5970505322974854,-4.843067597618785
resemble,-0.6847336987865339,-0.5888285649703457,-0.8358642686882324,-0.765591078663868,-0.8582571698014201,1.6843347238877096,2.3746458077514463,-3.7332747809104
rack,-1.3468739504297957,-2.050310762103644,-0.9915348879065257,-0.845260286053713,-1.1188777132776495,2.994551282233988,1.2068150082883977,-6.352857599771328
acknowledge,-0.9747058127922341,-0.9954447684845705,-0.032758953689895454,-0.7956859430929598,-1.2196531212978912,2.015615219720408,1.2654821943161425,-4.018248599357551
